Date nuforc,Time norc,City2,county norc,occupation,Summary
7/8/2008,22:00,Grangemouth,Midlothian,,very bright lights in the sky that mooved then went straight up into the clouds
4/8/2008,23:00,Ingoldmells,,,"Ingoldmells, object which appeared cloaked moved quickly with a whirring sound, also 3 separate lights disappearing above the sea"
3/8/2008,22:00,NorthYorkshire,,,two oval objects !
1/8/2008,20:30,Brighton,East Sussex,,"((HOAX??)) 2 objects, 1 was a helicopter observing glowing object which moved erratically, then helicopter gave chase."
30/7/2008,21:55,NorthLondon,,,ORANGE LIGHT MOVING ERRATICALLY BEFORE MOVING QUICKLY UPWARDS DURATION APROC 3 MINS
29/7/2008,22:00,Telford,Shropshire,,"A light that moved strangely at the same speed and height, then desended downwards and disappeared"
27/7/2008,22:20,Warrington,Cheshire,,Dumbell-shaped object with bright light and roaring noise.
27/7/2008,14:15,Brean,,,"cigar shaped object or rod shaped u.f.o spotted over brean, sommerset, united kingdom"
26/7/2008,23:00,Bristol,Avon,,"2 red spheres sighted, in the Western sky, moving slowly, then gradually faded out, one after the other as if leaving orbit ."
26/7/2008,22:00,Norton,,,Strange anomalies on photo's such as colourful balls that can't be seen with the naked eye
24/7/2008,22:20,Burton-on-Trent,Staffordshire,,silent star-like ufo sighted in uk
24/7/2008,00:00,Gwent,,,they looked like to white football flying side by side. they were only in view for around 30 seconds.
21/7/2008,22:35,Portsmouth,Hampshire,,equilateral triangle shape red and white flashing lights
20/7/2008,00:15,London,London,,Three orange glowing lights slowly moving across the sky.
16/7/2008,20:49,Doncaster,South Yorkshire,,3 objects hovering over housing estate.
15/7/2008,22:15,CountyDurham,,,possible sighting in co durham
14/7/2008,22:00,PottersBar,,,Three bright orange oval ojects sighted in the sky travelling East
14/7/2008,01:00,Brighton,East Sussex,,Large & Tiny Morphing Objects as seen in the same area as many other UFO's
12/7/2008,22:21,Dover,Kent,,Orange objects flying over Dover Kent England July 12th 2008
12/7/2008,02:00,Marlow,Buckinghamshire,,"six seperate objects moving silently above marlow in bucks, uk"
12/7/2008,00:00,UK/England,,,UFO going through the sky
11/7/2008,18:30,Manchester,Greater Manchester,,I just opened my front door to go for a cigerette and a bright light (like a planes front light from a distance or a very bright star
11/7/2008,14:09,Cardiff,South Glamorgan,,"UFO Wales, Barry, Friday 11th July 2008"
7/7/2008,23:08,Huddersfield,West Yorkshire,,Multi lighted saucer shape doing zigzag flights over English deserted moor
6/7/2008,22:00,Northhampton,,,orange lights in my field moving in random direcions
5/7/2008,01:30,London,London,,STRANGE LIGHT
4/7/2008,23:00,Kettering,Northamptonshire,,a cigar shape light moving slow to the left then shot of with speed to the right
4/7/2008,00:05,Shirebrook,,,4 dark disc shaped objects with green lights round the edge
3/7/2008,19:30,Rorherham,,,2 grey circles moving fast
2/7/2008,23:00,London,London,,"triangle cruising steady,with no light just a light red glow on the under belly. ((NUFORC Note: ISS??))"
29/6/2008,22:45,Cheltenham,Gloucestershire,,Orange lights/fireballs
29/6/2008,02:30,Thetford,Norfolk,,One large and 3 to 4 smaller lights all white and round. Smaller lights moved around big light.
25/6/2008,23:15,Lakenheath,,,stared as 2 became 3 one moved off from the other 2
25/6/2008,22:30,Hull,North Humberside,,"UFO over Hull, UK"
25/6/2008,22:00,Sheffield,South Yorkshire,,"5 lights, Diamond formation above street. UK 2008."
25/6/2008,22:00,MarketDrayton,,,Soldier told last night how he saw UFOs spinning in the skies above his military barracks
25/6/2008,20:50,Chawton,,,Small moving white object flying at high altitude before disappearing.
24/6/2008,22:00,Surrey,,,big orange ufo
24/6/2008,05:50,Leeds,West Yorkshire,,Silver Orb above Leeds UK
22/6/2008,01:00,Colchester,Essex,,Bright orange orbe over Colchester England
21/6/2008,00:45,Burnley,Lancashire,,((HOAX)) bright light hovering in sky which expanded then vanished.
20/6/2008,23:00,Oldham,Lancashire,,"Two Birght orange lights hovering over the penines in Odham, England"
17/6/2008,16:40,Chawton,,,unknown white object appears flying at low altitude then suddenly seems to dissappear.
16/6/2008,19:45,Swindon/Didcott,,,"Bright, static, object with tail - helicopter in possibly pursuit"
15/6/2008,19:00,London,London,,Matalic blue object over central London.
14/6/2008,02:00,Southampton,Hampshire,,triangle shap in night sky
12/6/2008,01:00,Bristol,Avon,,large figure stoof in my doorway and flashes of light. ((NUFORC Note: May not be a serious report?? PD))
9/6/2008,21:00,Sherston,,,Torpedo shaped object crosses sky noiselessly
8/6/2008,22:30,Gloucester(UK/England,,,on object of multi rings of white balls of light moving across the sky and flashing
8/6/2008,21:40,Havant,Hampshire,,"UK UFO OVER HAVANT, HAMPSHIRE JUNE 8th 2008 REORTED BY G. ARMSTRONG"
8/6/2008,00:15,Falmouth,Cornwall,,Bright flash in eastern sky
8/6/2008,00:00,Cardiff,South Glamorgan,,http://www.thesun.co.uk/sol/homepage/news/article1315843.ece
7/6/2008,23:00,Hereford,Hereford ? Worcester,,"lights,no sound overhead,hereford u.k."
31/5/2008,22:25,Sheffield,South Yorkshire,,Two orbs travelling parallel and disappearing
31/5/2008,22:00,Guernsey,Channel Islands,,bright lights moving very fast
30/5/2008,23:37,Devon,,,bright object moving at speed then dissapear it was a clear night with stars
24/5/2008,00:20,Alton,Hampshire,,strange slow moving white light which had no lights on it and made no sound moving overhead and out of sight
13/5/2008,03:40,Essex,,,"Bright white flashing light, emitting sparks, making a slow incline over Essex coast in England."
10/5/2008,23:00,UK/Scotland,,,bright fast moving light
9/5/2008,23:20,Marlow,Buckinghamshire,,9 large star like objects in a perfect line about a mile across.
9/5/2008,22:33,Cannock,Staffordshire,,"Flashes in the sky, inside fake clouds. Silhouetted Oval, Computer died when camera was activated for recording."
4/5/2008,21:35,Edinburgh,Edinburgh,,4/5 looked like dark objects but were 50% bright orange lights in the front
26/4/2008,21:20,Torquay,Devon,,"Photographed object and soundless white/red lights over Torquay, red light shining spotlight and spiralling whte lighte at Preston"
21/4/2008,16:10,Nunburnholme,,,"it was just after school when an extremely large UFO hovered above nunburnholme hill, it made no noise but made huge beames of light!"
13/4/2008,21:27,FairOak,,,"Triangle formation observed at Fair Oak, Hampshire, England"
12/4/2008,23:35,Chesterfield,Derbyshire,,"Orangel glowing light floating over Chesterfield, Derbyshire UK then fading away"
12/4/2008,22:00,Seaton,Devon,,Series of 13 orange lights travelling silently from West to East on same trajectory but not evenly spaced.
12/4/2008,21:00,Stafford,Staffordshire,,"3 UFO's spotted in the same spot as another before months ago, apparently watching me. ((NUFORC Note: Possible hoax?? PD))"
9/4/2008,03:00,Haworth,,,"One dim white light followed by a much brighter silvery 'ball' of light, moving at first slowly, almost directly above and in parallel."
8/4/2008,03:00,Wrexham,Clwyd,,Orange globe over Wales UK.
7/4/2008,22:30,Derbyshire,,,Bright red and orange glowing circle moving fast and then hovering for a few seconds then it and moved away
6/4/2008,00:56,Worksop,Nottinghamshire,,"Undetermined shape, with wings and fin, with continuous row of lights round the side and back, with red green and orange lights"
30/3/2008,20:48,UK/England,,,"2 bright lights moving in perfect sync, one stopped the other continued west at very high speed."
27/3/2008,08:00,London,London,,"London Terminal 5 opening breakfast news, sighting of a man in a white space suit, captured on BBC film!"
19/3/2008,20:40,SouthWales,,,It was glowing a irridescent light green and a luminouse blue.
14/3/2008,17:30,Halifax,West Yorkshire,,"Two lights moving in the sky, viewed in the sky (looking south) from village of Shelf in Halifax, England. They are both like oval sha"
4/3/2008,18:00,Durham,Co Durham,,Cone shape over Durham
19/2/2008,17:30,Chawton,,,Moving white light that glowed/shined and then completely vanished.
17/2/2008,17:00,Wigan,Lancashire,,"strange shape seen over wigan, lancashire"
16/2/2008,19:00,Kendal,Cumbria,,((HOAX??)) was a light in the sky that justed warped into space after 20 secs
15/2/2008,19:03,UK/England,,,egg shaped object big red flashing light
12/2/2008,21:25,Dalkieth,,,asteroid from bedroom window through a skywatcher 4 in scope
12/2/2008,11:20,Luton,Bedfordshire,,small bright star like object hovering in the sky
11/2/2008,18:30,Wolverhampton,West Midlands,,"4 red lights, rectangle, flying slowly west to east over Wolverhampton"
10/2/2008,14:50,EastBarnet,,,3 round dancing silver balls near plane..uk
10/2/2008,12:35,London,London,,Silver bright obect over Heathrow
10/2/2008,02:00,Maidenhead,Berkshire,,((HOAX??)) Synchronized red lights
8/2/2008,21:00,Wakefield,West Yorkshire,,"White light over Wakefield, West Yorkshire, United Kingdom"
7/2/2008,08:00,Bolton,Lancashire,,Rugby shape window area in sky with a craft inside.
6/2/2008,23:40,Durham,Co Durham,,Three Orange lights
3/2/2008,13:30,Holywell,,,very bright daylight sighting with video and photo
2/2/2008,14:40,London,London,,Black diamond shaped UFO over north london
30/1/2008,20:35,Cumbernauld,,,Green light flying from right to left stops then shoots upward and away
27/1/2008,19:30,Manchester,Greater Manchester,,"three bright lights different colours, changing shapes."
27/1/2008,18:53,Cheshire,,,Cheshire UK England.20 seconds(approx) two slowly moving star-like objects moving together then apart before disappearing
26/1/2008,19:20,Basingstoke,Hampshire,,ufo basingstoke u.k.
25/1/2008,00:00,Plymouth,Devon,,"just wondered if you seen anything strange in the last couple of days nr your labs and setup ,only a question please get bck to me loud"
21/1/2008,18:00,Nottingham,Nottinghamshire,,((HOAX??)) The object was travelling at quite high speeds!
20/1/2008,23:00,WestKilbride,,,"Creamy yellow oval pulsing and hovering over Law hill in west kilbride, Scotland."
12/1/2008,00:07,Liverpool,Merseyside,,Huge red lights in formation over Liverpool
11/1/2008,23:25,London,London,,Bright orange light moving from ENE to WSW visible through high cloud. We are near London Heathrow and have constant aircraft sighting
10/1/2008,21:50,Rishton/Blackburn,,,Bright light moving in the sky
9/1/2008,23:00,Broadstairs(UK/England,,,"we saw a white moving light in the sky which changed intoa large orange fire ball,followed by a smaller concave orange shape"
8/1/2008,21:30,Cardiff,South Glamorgan,,we were walking in the evening a saw what we first thought was a hot air ballon on fire. We watched it remain in the same spot for abou
6/1/2008,02:00,Whitburn,,,90 oval discs over small UK coastal town
1/1/2008,00:20,Sheffield,South Yorkshire,,"lights traveling in a 2 +1+1+1+1 formation evenly spaced between each and traveling nnw single lights ,not flickering just a yellow /or"
1/1/2008,00:10,EllesmerePort,,,saucer shape craft with orange light
31/12/2007,00:20,Aldershot,Hampshire,,"3 Bright Orange Lights, Moving North, North Easterly, Lasting 3 To 4 Minutes"
30/12/2007,18:47,FailsworthManchester,,,floating fireball
29/12/2007,23:10,WestSussex,,,"a small orange glowing ball travelling very high and fast and totally silent. Horsham West Sussex, England"
29/12/2007,21:00,KirkbyInAshfield,,,"Changing Colour rapidly, Bright, Video Footage"
27/12/2007,21:25,Hull,North Humberside,,Three orange/amber lights observed in Hull England on the 27th December 2007 at 21:25
18/12/2007,23:30,Helmsley,North Yorkshire,,bright light purued by military aircraft
15/12/2007,19:10,London,London,,Large white orb and several lights chased by unmarked black military helicopter
10/12/2007,23:00,LochNess,,,"Object moving through sky and atmosphere with changing lights, moving in several directions"
10/12/2007,19:30,Leven,,,((HOAX??)) leven v shaped object
9/12/2007,05:50,London,London,,Silver light ober Croydon UK. Much to bright and fast to be a plane.
8/12/2007,00:34,Todmorden,West Yorkshire,,"Lights above Todmorden, England. ((NUFORC Note: We suspect a sighting of Sirius, but we cannot be certain. PD))"
6/12/2007,17:30,Shropshire,,,i was standing having a cigarette when i saw a sausage shaped object go through the sky in front of me it didn't zig zag it was true an
2/12/2007,04:35,Bridgewater,,,craft over uk village
26/11/2007,22:00,Aberdeen,Aberdeenshire,,"((HOAX??)) This was a red light which was moving quite fast over Aberdeen, Scotland."
22/11/2007,21:20,Nottingham,Nottinghamshire,,V shaped light formation
16/11/2007,19:35,Skelmersdale,Lancashire,,4 orange balls of light viewed from ashurst skelmersdale
12/11/2007,22:57,Solihull,West Midlands,,three lights making extreme noise but passed off by local authority as a hot air balloon
11/11/2007,18:40,Southport,Merseyside,,NINE BRIGHT LIGHTS STATIONRY AND THENMOVED WITH PHENOMINAL SPEED AND DISAPEARED
5/11/2007,20:10,Leftwich/Northwich,,,"Glowing orange ball of light, stationary for at least 3 minutes, then proceeded on a vertical axis, then shot at amazing speed upwards"
3/11/2007,19:30,Birmingham,West Midlands,,"6 bright circle lights, 4 in a diamond formation and 2 leading the way"
31/10/2007,21:30,Colchester,Essex,,we were on our way out for the night and walking up brook st colchester essex engalnd there was a strange light we thoughy it was a fa
28/10/2007,12:10,Glasgow,Glasgow,,Egg rimer shaped object flew incredibly fast in cleasr sky making no sound.
24/10/2007,18:03,Aldershot,Hampshire,,pink/reddish Fireball or light floating motionless over nearby fields
24/10/2007,17:40,Stevenage,Hertfordshire,,Yellow disk over Stevenage. ((NUFORC Note: Student report. PD))
23/10/2007,20:30,Burnley,Lancashire,,firey orange object no sound
22/10/2007,00:00,Dundee,Angus,,CRAFT WITH EMITTING FLAMES
21/10/2007,03:20,Hereford,Hereford ? Worcester,,moving lights spotted above hereford in england
19/10/2007,17:30,LeamingtonSpa,,,"2 unexplained objects stationary in the sky for 20 minutes, took a photograph."
18/10/2007,23:45,Manchester,Greater Manchester,,three silent white balls in a triangle formation floating through the sky.
18/10/2007,21:10,Gillingham,Dorset,,Large and Bright light with Steady Course Vanished
17/10/2007,20:15,Leeds,West Yorkshire,,((HOAX??)) i look up at the stars when i saw object moving looked like a star.but beined it was triangle shape object.
16/10/2007,19:55,Leeds,West Yorkshire,,Golden light ball / craft in the sky
13/10/2007,22:30,Kirkcaldy,Fife,,semi-transparent big wheel like object. spinning in a stationery possition for about 10 miutes
