Date and Time Reported,Date nuforc,Time norc,City,City2,county norc,occupation,Summary
10/29/2024 21:12,29/10/2024,21:12,Yeadon,Yeadon,#N/A,,"Circle objects bouncing around in a perculiar motion above the clouds on the motorway l, they were below the aircraft"
10/27/2024 13:15,27/10/2024,13:15,St Albans,St Albans,Hertfordshire,,A bright light moving inconsistently up and down and two random red lights moving fast but a closer distance
10/25/2024 18:46,25/10/2024,18:46,Surbiton,Surbiton,Surrey,,I was walking out the back door looked up at the sky and watched them until it disappeared
10/24/2024 23:05,24/10/2024,23:05,Slough,Slough,Berkshire,,Several lights in a circle just going on then off
10/22/2024 20:05,22/10/2024,20:05,West Bromwich,West Bromwich,West Midlands,,7-8 cigar shape moving
10/22/2024 19:14,22/10/2024,19:14,Tredegar,Tredegar,Gwent,,Lasted 10-15 seconds
10/22/2024 07:30,22/10/2024,07:30,Oxford,Oxford,Oxfordshire,,Golden orbs
10/20/2024 19:54,20/10/2024,19:54,Dundee,Dundee,Angus,,Aircrafts flying at varying speeds towards each other and away again
10/19/2024 19:18,19/10/2024,19:18,Methil,Methil,#N/A,,I noticed a light travelling across the sky making no sound at all.
10/16/2024 23:16,16/10/2024,23:16,London,London,Greater London,,Yellow Circle with 2 smaller circles
10/14/2024 05:15,14/10/2024,05:15,Aberkenfig,Aberkenfig,#N/A,,8 white bright objects
10/11/2024 19:30,11/10/2024,19:30,Thorndon,Thorndon,#N/A,,Formation very fast
10/11/2024 12:30,11/10/2024,12:30,Chelmsford,Chelmsford,Essex,,Seen on video whilst trying to capture northern lights
10/04/2024 15:10,4/10/2024,15:10,South Ockendon,South Ockendon,#N/A,,Saw a light in the sky and watched it caught it on camera and video
10/03/2024 19:19,3/10/2024,19:19,Whitehaven,Whitehaven,Cumbria,,Four lights over 5 minutes travelling from south east to north west - no sound whatsoever
09/20/2024 21:32,20/9/2024,21:32,Hereford,Hereford,Herefordshire,,2 bright lights with a visible craft to northeast of the passenger seat.
09/18/2024 22:35,18/9/2024,22:35,,,#N/A,,"Bright amber, ball-shaped EVO over the water, moving with rapid acceleration and controlled flight."
09/15/2024 21:30,15/9/2024,21:30,Bexleyheath,Bexleyheath,#N/A,,Orbs/Drones Appear Every Night Between 9PM-Midnight
09/15/2024 18:06,15/9/2024,18:06,Brighton and Hove,Brighton and Hove,#N/A,,Two orbs with visible propulsion. Dancing and making fast turns and huge acceleration
09/13/2024 12:46,13/9/2024,12:46,Glasgow,Glasgow,Lanarkshire,,I noticed a pill shaped object in the sky which at first I though was a plane and then realised it was moving in a strange way
09/13/2024 06:33,13/9/2024,06:33,Poole,Poole,Dorset,,"Looking out window, having cigarette, noticed high up. Could see not airplane. Too big, high up."
09/11/2024 16:20,11/9/2024,16:20,Cwmbran,Cwmbran,Gwent,,I saw a craft hovering and moving through the sky for 2 to 3 minutes. It moved steadily and looked to have external lights.
09/09/2024 19:40,9/9/2024,19:40,London,London,Greater London,,Orb flickering
09/07/2024 17:10,7/9/2024,17:10,Mursley,Mursley,#N/A,,"I was sitting outside with my sister, yes we were drinking wine but she didn't believe me so I took out my phone..."
09/06/2024 18:16,6/9/2024,18:16,Manchester,Manchester,Greater Manchester,,3 lights in triangle form with orbs
09/05/2024 18:00,5/9/2024,18:00,Atherton,Atherton,#N/A,,My friend sent me 2 photos of these lights he took over his house he and i have no idea wat they were
09/05/2024 18:00,5/9/2024,18:00,Liverpool,Liverpool,Merseyside,,3 Metallic orbs moving slowly and abruptly disappear
09/04/2024 23:00,4/9/2024,23:00,Llangrove,Llangrove,#N/A,,"Thought it was aurora but when I checked, there was no activity and cloud base was low"
08/30/2024 21:34,30/8/2024,21:34,Preston on Wye,Preston on Wye,#N/A,,Seen moving orb in sky at random different directions then stayed still and noticed other less bright orbs moving in parallel with it
08/28/2024 23:50,28/8/2024,23:50,Campsea Ashe,Campsea Ashe,#N/A,,"While camping, saw a white light emit a blue ""skirt"" of luminous light, unlike any aircraft or natural phenomenon."
08/24/2024 16:30,24/8/2024,16:30,South Moreton,South Moreton,#N/A,,2 or 3 flashes of intense light in a stationary location
08/20/2024 23:00,20/8/2024,23:00,Bromborough,Bromborough,#N/A,,"Flashing lights, moving steadily"
08/18/2024 21:45,18/8/2024,21:45,Bracknell,Bracknell,Berkshire,,2 UAPs sighted travelling from left to right at unknown speed (hyperlapse) Unseen by naked eye (observed)
08/11/2024 22:00,11/8/2024,22:00,Barry,Barry,Glamorgan,,Two unidentified flying objects.
08/04/2024 22:00,4/8/2024,22:00,Bramhall,Bramhall,#N/A,,2 Craft moved above our garden -seemed to be following each other occasionally merging
07/28/2024 19:08,28/7/2024,19:08,Ripon,Ripon,North Yorkshire,,Was observed to be stationary in the sky sillouetted against cumulous clouds. Grey clouds obscured the object
07/28/2024 12:35,28/7/2024,12:35,Threemilestone,Threemilestone,#N/A,,They came to say hi before I started work.
07/27/2024 21:31,27/7/2024,21:31,Calshot,Calshot,#N/A,,Two lights materialised and moved away
07/26/2024 12:02,26/7/2024,12:02,Hounslow,Hounslow,Middlesex,,"As the plane was coming to land, in the video from 8 seconds to the end of the video, an object zooms past the plane."
07/23/2024 02:12,23/7/2024,02:12,Mexborough,Mexborough,West Yorkshire,,"Made to get out of bed to go and see, 4 days later dreamy state, things in my bedroom left scar from surgery"
07/15/2024 01:30,15/7/2024,01:30,Warrington,Warrington,Cheshire,,Large disk shaped craft numerous smaller lights and triangle shaped objects almost transparent hovering then moving fast
07/10/2024 23:30,10/7/2024,23:30,Nuneaton,Nuneaton,Warwickshire,,Very large orange blob of light
07/09/2024 23:45,9/7/2024,23:45,Reading,Reading,Berkshire,,"Bright orange orb hovered silently, then shrank in place and vanished. No sound, no movement, seen clearly for ~30 seconds."
07/09/2024 05:15,9/7/2024,05:15,Baildon,Baildon,#N/A,,"Object round in shape bright lights round the edge zooms from Baildon Moor to 500 ft ahead, then speeds off"
07/08/2024 21:30,8/7/2024,21:30,Duns,Duns,Borders,,"Travelling at speed and silent, from the South of Duns in an South Easterly direction."
07/08/2024 21:00,8/7/2024,21:00,Morley,Morley,West Yorkshire,,"Object hovered over house, looked like a star, police dismissed as possible drone due to height. Couldn't find telescope, object disapp"
06/28/2024 11:09,28/6/2024,11:09,Lincoln,Lincoln,Lincolnshire,,"White cylindrical object spotted flying east to west shortly before planes with contrails, which this object didn't have"
06/01/2024 22:20,1/6/2024,22:20,Ashby-de-la-Zouch,Ashby-de-la-Zouch,#N/A,,Spinner S Shape like a boomerang.
05/17/2024 21:40,17/5/2024,21:40,Preston,Preston,Lancashire,,"Silent, steady speed, super high altitude and iPhone and canon dlsr couldn’t pick up details on it."
05/13/2024 22:21,13/5/2024,22:21,Warrington,Warrington,Cheshire,,Picture of moon with brightly lit object to the right of the moon
05/11/2024 23:59,11/5/2024,23:59,,,#N/A,,My son was waiting to see the northern lights and he videoed the event I have 3second video of it
05/11/2024 22:29,11/5/2024,22:29,Law,Law,#N/A,,"Orange light, no ADSB, no rocket, no trail"
05/11/2024 21:50,11/5/2024,21:50,,,#N/A,,In the back garden having a barbecue with family then spotted an object which was fascinating. My son filmed it
05/11/2024 14:00,11/5/2024,14:00,Rostrevor,Rostrevor,#N/A,,Kilbroney Park
05/11/2024 00:02,11/5/2024,00:02,Wirral,Wirral,Cheshire,,White light jumping in different directions
04/26/2024 18:30,26/4/2024,18:30,Hertford,Hertford,Hertfordshire,,"Silver rotating sphere at approx 25,000 ft"
04/20/2024 21:30,20/4/2024,21:30,Crossgates,Crossgates,#N/A,,Multiple small pulses of light travelling from south to north at approx 100 mph
04/16/2024 23:37,16/4/2024,23:37,Bangor,Bangor,Gwynedd,,"a still bright light, brighter than the moon that dimmed down into orange and green lights, then started moving."
03/24/2024 17:00,24/3/2024,17:00,Chester,Chester,Cheshire,,Object following passenger jet
03/20/2024 20:25,20/3/2024,20:25,Shanklin,Shanklin,#N/A,,Saw a triangular set of white lights going from left to right for about 5 seconds then faded and disappeared
03/18/2024 19:40,18/3/2024,19:40,Sleaford,Sleaford,Lincolnshire,,"Fast moving, one object or group moving together"
03/06/2024 21:27,6/3/2024,21:27,Marlborough,Marlborough,Wiltshire,,Strange shape in the sky that changed colour
03/06/2024 21:00,6/3/2024,21:00,Holyhead,Holyhead,Merseyside,,"Looked very far away in the sky, it was moving way to fast to be a plane,moving in every direction almost zooming but not super fast"
02/27/2024 16:25,27/2/2024,16:25,Bilston,Bilston,#N/A,,"1 large red/orange orb that split into 3 then slowly descended in formation. Then, all together they flew north until they disappeared"
02/24/2024 10:30,24/2/2024,10:30,Great Hallingbury,Great Hallingbury,#N/A,,UFO looked like a huge elongated wing seen edge on. It was hovering about 2 km from my location. It then abruptly vanished.
02/23/2024 20:03,23/2/2024,20:03,Motherwell,Motherwell,Lanarkshire,,3 UFOs spotted in Lanarkshire Scotland
02/21/2024 20:30,21/2/2024,20:30,Bimbister,Bimbister,#N/A,,Bright lights brighter than Venus
02/20/2024 22:00,20/2/2024,22:00,,,#N/A,,Stood in a courtyard between buildings. Saw small bright light followed by a large craft 200’ft up flying slowly above the city
02/17/2024 05:27,17/2/2024,05:27,East Kilbride,East Kilbride,Lanarkshire,,Hovering bright green orb then incredible fast moving across sky sudden stops and moving again at incredible speed
02/13/2024 20:15,13/2/2024,20:15,Thornaby,Thornaby,#N/A,,"White circle moving slowly about 1000 feet. No noise, no navigation lights constant speed very slow"
02/12/2024 16:45,12/2/2024,16:45,Carshalton,Carshalton,Surrey,,I was online watching a live stream of the sun and observed this object move across the sun
01/30/2024 19:00,30/1/2024,19:00,Stourbridge,Stourbridge,West Midlands,,Slow pulsating object
01/27/2024 19:58,27/1/2024,19:58,Manchester,Manchester,Greater Manchester,,Three spheres
01/25/2024 22:15,25/1/2024,22:15,Brownhills,Brownhills,#N/A,,The object was zooming through the sky and then coming to a complete stop. Then going at high speeds and stopping repeatedly.
01/24/2024 16:55,24/1/2024,16:55,Hemel Hempstead,Hemel Hempstead,Hertfordshire,,an orb travelling west to east
01/23/2024 23:40,23/1/2024,23:40,Corfe Mullen,Corfe Mullen,#N/A,,Circle of lights
01/23/2024 20:20,23/1/2024,20:20,Manchester,Manchester,Greater Manchester,,Not aircraft. Flying West: 3 then 4 then 7 not all together: some close and some wide apart at different angles. They were in space
01/18/2024 18:10,18/1/2024,18:10,,,#N/A,,Green orbs
01/14/2024 18:10,14/1/2024,18:10,,,#N/A,,A line of flashing orbs and the bottom one seems to move left and right
01/13/2024 16:50,13/1/2024,16:50,Glasgow,Glasgow,Lanarkshire,,"From one to 7 flare like fireballs coming in and out of brightness and following the same path, like ww2 foo fighters"
01/03/2024 01:00,3/1/2024,01:00,Allerton,Allerton,#N/A,,"Camping in Allerton I encountered one big light, followed by 2 smaller ice blue and white lights"
01/01/2024 19:10,1/1/2024,19:10,Buxton,Buxton,Derbyshire,,Triangle shaped aircraft 3 white lights 1 red light. Absolutely silent. Too big and quiet to be a drone. Absolutely exhilarating sight.
12/25/2023 23:50,25/12/2023,23:50,Port Talbot,Port Talbot,Wales,,Was circling up and down never ever seen this before bright white
12/20/2023 20:00,20/12/2023,20:00,Cupar,Cupar,Fife,,Light that would change directions and accelerate rapidly
12/17/2023 19:05,17/12/2023,19:05,Alton,Alton,Hampshire,,Light in sky moving erraticly
12/15/2023 22:15,15/12/2023,22:15,Loughborough,Loughborough,Leicestershire,,Spotted from back garden looking south west
12/13/2023 18:20,13/12/2023,18:20,Alfreton,Alfreton,Derbyshire,,Lights appearing and disappearing
12/11/2023 18:30,11/12/2023,18:30,Chester,Chester,Cheshire,,I saw what looked like a star moving across the sky but it was flashing as it moved then it disappeared. It was pulsating.
12/11/2023 05:00,11/12/2023,05:00,Fareham,Fareham,Hampshire,,Saw something moving in the sky
12/01/2023 07:13,1/12/2023,07:13,Kingfisher Close,Kingfisher Close,#N/A,,flashing object moving erratically/hovering in the sky
11/30/2023 17:26,30/11/2023,17:26,Chorlton-cum-Hardy,Chorlton-cum-Hardy,#N/A,,Cross shaped orb formation one leader orb very bright brighter than a star
11/25/2023 17:40,25/11/2023,17:40,Worcester,Worcester,Worcestershire,,After seeing strange light in sky took these pics.
11/25/2023 17:40,25/11/2023,17:40,Worcester,Worcester,Worcestershire,,Short version saw some strange lights in sky took some pics this is the result.
11/24/2023 21:33,24/11/2023,21:33,Outwell,Outwell,#N/A,,"Red light clusters appeared out of cloud above Outwell, Wisbech"
11/23/2023 21:30,23/11/2023,21:30,Rodley,Rodley,#N/A,,Black Triangular Flying Object with red /white lights moving slowly and heading north
11/22/2023 21:30,22/11/2023,21:30,London,London,Greater London,,"Glowing and no sound, very bright."
11/16/2023 21:30,16/11/2023,21:30,London,London,Greater London,,"2 dark oval craft flying silently at low altitude, constant speed and heading in formation east to west"
11/11/2023 17:27,11/11/2023,17:27,Wallasey,Wallasey,Merseyside,,"Saw it as I was heading home,it felt like something was digging around my head but I got a photo"
10/29/2023 05:30,29/10/2023,05:30,Cowes,Cowes,#N/A,,"Large, quiet, triangular craft flew over 2 witnesses at 05:30 on Sunday morning, off the central southern coast of England"
10/24/2023 20:00,24/10/2023,20:00,Stanion,Stanion,#N/A,,Just out for a walk and looked up at first I thought it was the stars then realised there were lots of them in a row.
10/22/2023 22:31,22/10/2023,22:31,Poolewe,Poolewe,#N/A,,Me and my cousin were on a walk when we both noticed a very bright light then lots of little ones the big light kept changing sizes
10/22/2023 00:00,22/10/2023,00:00,London,London,Greater London,,"I saw multiple strange lights shining, rotating almost as if from a cylindrical object above the clouds."
10/21/2023 22:25,21/10/2023,22:25,Bromley,Bromley,Kent,,Strange orbs of light moving horizontally and passing each other in a contained area
10/21/2023 21:30,21/10/2023,21:30,,,#N/A,,"Stargazing, 3 orbs appeared and were playing with an X formation, circling and shooting off and back"
10/21/2023 14:07,21/10/2023,14:07,London,London,Greater London,,Basically I was out with a friend and my camera and we saw this white orb high in the sky.
10/20/2023 18:21,20/10/2023,18:21,Brentford,Brentford,Middlesex,,Two spherical shapes attached and rotating
10/14/2023 22:30,14/10/2023,22:30,"Crackington, Bude,",Crackington,#N/A,,"These lights were not a long spacex train of debris but they moved upto one another. Silent, high up."
10/14/2023 19:17,14/10/2023,19:17,Farington,Farington,#N/A,,Orange light in the sky
10/14/2023 14:55,14/10/2023,14:55,London,London,Greater London,,"A flying object dart in and out of clouds, hovering and going in and out of the atmosphere"
10/10/2023 11:00,10/10/2023,11:00,BOURNEMOUTH,BOURNEMOUTH,Dorset,,Doughnut shape basketball size slow flying
10/06/2023 05:10,6/10/2023,05:10,Worthing,Worthing,West Sussex,,Alien like figures in my flat
10/04/2023 19:00,4/10/2023,19:00,Near Fareham,Near Fareham,#N/A,,"Sky clear, weather good vision good"
10/03/2023 21:40,3/10/2023,21:40,London,London,Greater London,,I saw a diamond-shaped UFO near Greenwich Park.
